INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,date_col1,date_col2,date_col3,date_col4,date_col5
I182070361,3114,Investigate Property,INVESTIGATE PROPERTY,C11,355,,2018-09-01 19:17:00,2018,9,Saturday,19,Part Three,GIBSON ST,42.29755533,-71.05970909999999,"(42.29755533, -71.05970910)",2012-05-24,2012-05-24,2012-05-24,2012-05-24,2012-05-24
I182070360,619,Larceny,LARCENY ALL OTHERS,A1,112,,2018-09-01 16:30:00,2018,9,Saturday,16,Part One,WASHINGTON ST,42.35512339,-71.0608798,"(42.35512339, -71.06087980)",2012-05-25,2012-05-25,2012-05-25,2012-05-25,2012-05-25
I182070359,3301,Verbal Disputes,VERBAL DISPUTE,B3,406,,2018-09-01 18:32:00,2018,9,Saturday,18,Part Three,RIVER ST,42.27136131,-71.0810083,"(42.27136131, -71.08100830)",2012-05-26,2012-05-26,2012-05-26,2012-05-26,2012-05-26
I182070358,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),E18,520,,2018-09-01 18:00:00,2018,9,Saturday,18,Other,HYDE PARK AVE,42.25621592,-71.12401947,"(42.25621592, -71.12401947)",2012-05-27,2012-05-27,2012-05-27,2012-05-27,2012-05-27
I182070357,2905,Violations,VAL - OPERATING WITHOUT LICENSE,E5,682,,2018-09-01 17:54:00,2018,9,Saturday,17,Part Two,DURNELL AVE,42.28585449,-71.13761496,"(42.28585449, -71.13761496)",2012-05-28,2012-05-28,2012-05-28,2012-05-28,2012-05-28
I182070357,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E5,682,,2018-09-01 17:54:00,2018,9,Saturday,17,Part Two,DURNELL AVE,42.28585449,-71.13761496,"(42.28585449, -71.13761496)",2012-05-29,2012-05-29,2012-05-29,2012-05-29,2012-05-29
I182070356,3115,Investigate Person,INVESTIGATE PERSON,E13,641,,2018-09-01 18:24:00,2018,9,Saturday,18,Part Three,CENTRE ST,42.31674811,-71.11356249,"(42.31674811, -71.11356249)",2012-05-30,2012-05-30,2012-05-30,2012-05-30,2012-05-30
I182070355,3301,Verbal Disputes,VERBAL DISPUTE,D14,938,,2018-09-01 18:14:00,2018,9,Saturday,18,Part Three,JETTE CT,42.3468275,-71.14319087,"(42.34682750, -71.14319087)",2012-05-31,2012-05-31,2012-05-31,2012-05-31,2012-05-31
I182070354,1402,Vandalism,VANDALISM,C11,462,,2018-08-29 22:00:00,2018,8,Wednesday,22,Part Two,BOWDOIN AVE,42.30090969,-71.07425843,"(42.30090969, -71.07425843)",2012-06-01,2012-06-01,2012-06-01,2012-06-01,2012-06-01
I182070353,612,Larceny,LARCENY PURSE SNATCH - NO FORCE ,A1,117,,2018-09-01 14:20:00,2018,9,Saturday,14,Part One,BOYLSTON ST,42.352341100000004,-71.06432465,"(42.35234110, -71.06432465)",2012-06-02,2012-06-02,2012-06-02,2012-06-02,2012-06-02
I182070352,3410,Towed,TOWED MOTOR VEHICLE,D4,138,,2018-09-01 16:03:35,2018,9,Saturday,16,Part Three,NEWBURY ST,42.3494205,-71.083158,"(42.34942050, -71.08315800)",2012-06-03,2012-06-03,2012-06-03,2012-06-03,2012-06-03
I182070350,3115,Investigate Person,INVESTIGATE PERSON,C6,212,,2018-09-01 17:20:00,2018,9,Saturday,17,Part Three,DORCHESTER ST,42.33686889,-71.04379437,"(42.33686889, -71.04379437)",2012-06-04,2012-06-04,2012-06-04,2012-06-04,2012-06-04
I182070349,560,Other Burglary,BURGLARY - OTHER - FORCE,E18,519,,2018-08-27 19:20:00,2018,8,Monday,19,Part One,FAIRMOUNT AVE,42.2539599,-71.11962283,"(42.25395990, -71.11962283)",2012-06-05,2012-06-05,2012-06-05,2012-06-05,2012-06-05
I182070348,3115,Investigate Person,INVESTIGATE PERSON,D14,786,,2018-09-01 17:55:00,2018,9,Saturday,17,Part Three,COMMONWEALTH AVE,42.34251263,-71.14363495,"(42.34251263, -71.14363495)",2012-06-06,2012-06-06,2012-06-06,2012-06-06,2012-06-06
I182070347,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,332,,2018-09-01 16:42:00,2018,9,Saturday,16,Part Three,GLEN ST,42.31282319,-71.06746355,"(42.31282319, -71.06746355)",2012-06-07,2012-06-07,2012-06-07,2012-06-07,2012-06-07
I182070346,619,Larceny,LARCENY ALL OTHERS,B2,587,,2018-08-31 19:00:00,2018,8,Friday,19,Part One,BURNEY ST,42.33188687,-71.0995439,"(42.33188687, -71.09954390)",2012-06-08,2012-06-08,2012-06-08,2012-06-08,2012-06-08
I182070344,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,563,,2018-09-01 17:34:00,2018,9,Saturday,17,Part Three,FAWNDALE RD,42.29011783,-71.12187904,"(42.29011783, -71.12187904)",2012-06-09,2012-06-09,2012-06-09,2012-06-09,2012-06-09
I182070343,2647,Other,THREATS TO DO BODILY HARM,B3,406,,2018-08-29 11:50:00,2018,8,Wednesday,11,Part Two,SOUTHMERE RD,42.27038654,-71.08451378,"(42.27038654, -71.08451378)",2012-06-10,2012-06-10,2012-06-10,2012-06-10,2012-06-10
I182070342,381,Robbery,ROBBERY - CAR JACKING,E18,490,,2018-09-01 17:05:00,2018,9,Saturday,17,Part One,CUMMINS HWY,42.27645319,-71.11297971,"(42.27645319, -71.11297971)",2012-06-11,2012-06-11,2012-06-11,2012-06-11,2012-06-11
I182070342,2647,Other,THREATS TO DO BODILY HARM,E18,490,,2018-09-01 17:05:00,2018,9,Saturday,17,Part Two,CUMMINS HWY,42.27645319,-71.11297971,"(42.27645319, -71.11297971)",2012-06-12,2012-06-12,2012-06-12,2012-06-12,2012-06-12
I182070341,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",, ,,2018-09-01 17:32:00,2018,9,Saturday,17,Part Two,,42.29013465,-71.08624927,"(42.29013465, -71.08624927)",2012-06-13,2012-06-13,2012-06-13,2012-06-13,2012-06-13
I182070340,613,Larceny,LARCENY SHOPLIFTING,B2,311,,2018-09-01 16:23:00,2018,9,Saturday,16,Part One,BLUE HILL AVE,42.31605689999999,-71.07820017,"(42.31605690, -71.07820017)",2012-06-14,2012-06-14,2012-06-14,2012-06-14,2012-06-14
I182070339,3402,Service,ANIMAL INCIDENTS,D14,795,,2018-09-01 17:52:00,2018,9,Saturday,17,Part Three,ALLSTON ST,42.35042346,-71.13638086,"(42.35042346, -71.13638086)",2012-06-15,2012-06-15,2012-06-15,2012-06-15,2012-06-15
I182070338,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D14,939,,2018-09-01 17:18:00,2018,9,Saturday,17,Other,FANEUIL ST,42.35555336,-71.15274721,"(42.35555336, -71.15274721)",2012-06-16,2012-06-16,2012-06-16,2012-06-16,2012-06-16
I182070337,3115,Investigate Person,INVESTIGATE PERSON,B2,282,,2018-09-01 17:48:00,2018,9,Saturday,17,Part Three,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)",2012-06-17,2012-06-17,2012-06-17,2012-06-17,2012-06-17
I182070335,1402,Vandalism,VANDALISM,C6,206,,2018-09-01 17:02:00,2018,9,Saturday,17,Part Two,SLEEPER ST,42.35217524,-71.04913425,"(42.35217524, -71.04913425)",2012-06-18,2012-06-18,2012-06-18,2012-06-18,2012-06-18
I182070334,724,Auto Theft,AUTO THEFT,B2,326,,2018-09-01 16:24:00,2018,9,Saturday,16,Part One,BLUE HILL AVE,42.31162834,-71.08094294,"(42.31162834, -71.08094294)",2012-06-19,2012-06-19,2012-06-19,2012-06-19,2012-06-19
I182070333,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,, ,,2018-09-01 16:45:00,2018,9,Saturday,16,Part Three,,42.31190268,-71.08073292,"(42.31190268, -71.08073292)",2012-06-20,2012-06-20,2012-06-20,2012-06-20,2012-06-20
I182070332,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,908,,2018-09-01 17:05:00,2018,9,Saturday,17,Part Two,SHANDON RD,42.29505434,-71.08904077,"(42.29505434, -71.08904077)",2012-06-21,2012-06-21,2012-06-21,2012-06-21,2012-06-21
I182070331,724,Auto Theft,AUTO THEFT,C11,235,,2018-09-01 16:15:00,2018,9,Saturday,16,Part One,CARSON ST,42.3197573,-71.05428941,"(42.31975730, -71.05428941)",2012-06-22,2012-06-22,2012-06-22,2012-06-22,2012-06-22
I182070330,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,E5,558,,2018-09-01 15:00:00,2018,9,Saturday,15,Part Three,HEATHCOTE ST,42.28166155,-71.12591039,"(42.28166155, -71.12591039)",2012-06-23,2012-06-23,2012-06-23,2012-06-23,2012-06-23
I182070329,3115,Investigate Person,INVESTIGATE PERSON,C11,257,,2018-09-01 17:13:00,2018,9,Saturday,17,Part Three,HANCOCK ST,42.310434,-71.0613401,"(42.31043400, -71.06134010)",2012-06-24,2012-06-24,2012-06-24,2012-06-24,2012-06-24
I182070328,3115,Investigate Person,INVESTIGATE PERSON,E5,822,,2018-08-20 12:00:00,2018,8,Monday,12,Part Three,EDGEMERE RD,42.25867638,-71.15116479,"(42.25867638, -71.15116479)",2012-06-25,2012-06-25,2012-06-25,2012-06-25,2012-06-25
I182070327,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,680,,2018-09-01 16:21:00,2018,9,Saturday,16,Part Two,WASHINGTON ST,42.28537376,-71.12928626,"(42.28537376, -71.12928626)",2012-06-26,2012-06-26,2012-06-26,2012-06-26,2012-06-26
I182070327,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E5,680,,2018-09-01 16:21:00,2018,9,Saturday,16,Part Two,WASHINGTON ST,42.28537376,-71.12928626,"(42.28537376, -71.12928626)",2012-06-27,2012-06-27,2012-06-27,2012-06-27,2012-06-27
I182070327,1815,Drug Violation,DRUGS - POSSESSION,E5,680,,2018-09-01 16:21:00,2018,9,Saturday,16,Part Two,WASHINGTON ST,42.28537376,-71.12928626,"(42.28537376, -71.12928626)",2012-06-28,2012-06-28,2012-06-28,2012-06-28,2012-06-28
I182070326,1402,Vandalism,VANDALISM,E5,682,,2018-08-31 16:30:00,2018,8,Friday,16,Part Two,WALWORTH ST,42.282166499999995,-71.13732337,"(42.28216650, -71.13732337)",2012-06-29,2012-06-29,2012-06-29,2012-06-29,2012-06-29
I182070325,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,434,,2018-09-01 16:41:00,2018,9,Saturday,16,Part Two,THETFORD AVE,42.28465991,-71.07839997,"(42.28465991, -71.07839997)",2012-06-30,2012-06-30,2012-06-30,2012-06-30,2012-06-30
I182070325,2647,Other,THREATS TO DO BODILY HARM,B3,434,,2018-09-01 16:41:00,2018,9,Saturday,16,Part Two,THETFORD AVE,42.28465991,-71.07839997,"(42.28465991, -71.07839997)",2012-07-01,2012-07-01,2012-07-01,2012-07-01,2012-07-01
I182070324,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,192,,2018-09-01 15:59:00,2018,9,Saturday,15,Part One,MOHAWK ST,42.328937100000005,-71.05571742,"(42.32893710, -71.05571742)",2012-07-02,2012-07-02,2012-07-02,2012-07-02,2012-07-02
I182070323,613,Larceny,LARCENY SHOPLIFTING,D4,129,,2018-09-01 15:53:00,2018,9,Saturday,15,Part One,BOYLSTON ST,42.35095909,-71.0741278,"(42.35095909, -71.07412780)",2012-07-03,2012-07-03,2012-07-03,2012-07-03,2012-07-03
I182070322,3125,Warrant Arrests,WARRANT ARREST,B2,280,,2018-09-01 16:04:00,2018,9,Saturday,16,Part Three,WARREN ST,42.32902469,-71.08341505,"(42.32902469, -71.08341505)",2012-07-04,2012-07-04,2012-07-04,2012-07-04,2012-07-04
I182070321,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,231,,2018-09-01 16:18:00,2018,9,Saturday,16,Part Three,SWALLOW ST,42.33362325,-71.03019240000002,"(42.33362325, -71.03019240)",2012-07-05,2012-07-05,2012-07-05,2012-07-05,2012-07-05
I182070319,3125,Warrant Arrests,WARRANT ARREST,B2,238,,2018-09-01 16:06:00,2018,9,Saturday,16,Part Three,QUINCEFIELD ST,42.31873011,-71.06660708,"(42.31873011, -71.06660708)",2012-07-06,2012-07-06,2012-07-06,2012-07-06,2012-07-06
I182070318,3410,Towed,TOWED MOTOR VEHICLE,D4,144,,2018-09-01 13:57:00,2018,9,Saturday,13,Part Three,SAINT GERMAIN ST,42.34571916,-71.08562464,"(42.34571916, -71.08562464)",2012-07-07,2012-07-07,2012-07-07,2012-07-07,2012-07-07
I182070317,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,456,,2018-09-01 14:43:00,2018,9,Saturday,14,Part Two,GREENWOOD ST,42.3008484,-71.07982055,"(42.30084840, -71.07982055)",2012-07-08,2012-07-08,2012-07-08,2012-07-08,2012-07-08
I182070316,3410,Towed,TOWED MOTOR VEHICLE,, ,,2018-09-01 15:00:00,2018,9,Saturday,15,Part Three,,42.35491419,-71.14414913,"(42.35491419, -71.14414913)",2012-07-09,2012-07-09,2012-07-09,2012-07-09,2012-07-09
I182070315,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,B2,288,,2018-08-31 19:00:00,2018,8,Friday,19,Part Three,ROXBURY ST,42.32952036,-71.08530641,"(42.32952036, -71.08530641)",2012-07-10,2012-07-10,2012-07-10,2012-07-10,2012-07-10
I182070314,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,B2,317,,2018-09-01 15:07:00,2018,9,Saturday,15,Part Three,HUMBOLDT AVE,42.31262432,-71.08991596,"(42.31262432, -71.08991596)",2012-07-11,2012-07-11,2012-07-11,2012-07-11,2012-07-11
I182070313,3410,Towed,TOWED MOTOR VEHICLE,D14,783,,2018-09-01 13:18:00,2018,9,Saturday,13,Part Three,GORDON ST,42.34966796,-71.13995527,"(42.34966796, -71.13995527)",2012-07-12,2012-07-12,2012-07-12,2012-07-12,2012-07-12
I182070312,3115,Investigate Person,INVESTIGATE PERSON,A7,29,,2018-09-01 15:00:00,2018,9,Saturday,15,Part Three,MAVERICK SQ,42.36943145,-71.03917179,"(42.36943145, -71.03917179)",2012-07-13,2012-07-13,2012-07-13,2012-07-13,2012-07-13
I182070311,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,116,,2018-09-01 14:30:00,2018,9,Saturday,14,Part Three,OXFORD ST,42.35193461,-71.06048592,"(42.35193461, -71.06048592)",2012-07-14,2012-07-14,2012-07-14,2012-07-14,2012-07-14
I182070310,3301,Verbal Disputes,VERBAL DISPUTE,B3,442,,2018-09-01 13:50:00,2018,9,Saturday,13,Part Three,BROWNING AVE,42.29415023,-71.08175047,"(42.29415023, -71.08175047)",2012-07-15,2012-07-15,2012-07-15,2012-07-15,2012-07-15
I182070309,361,Robbery,ROBBERY - OTHER,D4,151,,2018-09-01 15:00:00,2018,9,Saturday,15,Part One,BERKELEY ST,42.3460551,-71.07050669,"(42.34605510, -71.07050669)",2012-07-16,2012-07-16,2012-07-16,2012-07-16,2012-07-16
I182070309,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,151,,2018-09-01 15:00:00,2018,9,Saturday,15,Part Two,BERKELEY ST,42.3460551,-71.07050669,"(42.34605510, -71.07050669)",2012-07-17,2012-07-17,2012-07-17,2012-07-17,2012-07-17
I182070308,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING Â BICYCLE - INJURY,, ,,2018-09-01 14:32:00,2018,9,Saturday,14,Part Three,,42.33291214,-71.09235717,"(42.33291214, -71.09235717)",2012-07-18,2012-07-18,2012-07-18,2012-07-18,2012-07-18
I182070307,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E13,510,,2018-09-01 15:01:00,2018,9,Saturday,15,Part Two,WASHINGTON ST,42.30055518,-71.11312439,"(42.30055518, -71.11312439)",2012-07-19,2012-07-19,2012-07-19,2012-07-19,2012-07-19
I182070306,3301,Verbal Disputes,VERBAL DISPUTE,C11,400,,2018-09-01 14:26:00,2018,9,Saturday,14,Part Three,MELLEN ST,42.28584895,-71.06935381,"(42.28584895, -71.06935381)",2012-07-20,2012-07-20,2012-07-20,2012-07-20,2012-07-20
I182070305,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,E13,569,,2018-09-01 14:48:00,2018,9,Saturday,14,Part Three,WASHINGTON ST,42.30307413,-71.11081856,"(42.30307413, -71.11081856)",2012-07-21,2012-07-21,2012-07-21,2012-07-21,2012-07-21
I182070305,2905,Violations,VAL - OPERATING WITHOUT LICENSE,E13,569,,2018-09-01 14:48:00,2018,9,Saturday,14,Part Two,WASHINGTON ST,42.30307413,-71.11081856,"(42.30307413, -71.11081856)",2012-07-22,2012-07-22,2012-07-22,2012-07-22,2012-07-22
I182070304,1107,Fraud,FRAUD - IMPERSONATION,D4,905,,2017-11-01 00:00:00,2017,11,Wednesday,0,Part Two,E BROOKLINE ST,42.33926764,-71.07208833,"(42.33926764, -71.07208833)",2012-07-23,2012-07-23,2012-07-23,2012-07-23,2012-07-23
I182070302,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,238,,2018-09-01 14:26:00,2018,9,Saturday,14,Part One,QUINCEFIELD ST,42.31873011,-71.06660708,"(42.31873011, -71.06660708)",2012-07-24,2012-07-24,2012-07-24,2012-07-24,2012-07-24
I182070301,1402,Vandalism,VANDALISM,B2,304,,2018-08-31 20:15:00,2018,8,Friday,20,Part Two,MARCELLA ST,42.32102023,-71.09352344,"(42.32102023, -71.09352344)",2012-07-25,2012-07-25,2012-07-25,2012-07-25,2012-07-25
I182070300,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,453,,2018-09-01 10:00:00,2018,9,Saturday,10,Part Three,WASHINGTON ST,42.29690720000001,-71.07233558,"(42.29690720, -71.07233558)",2012-07-26,2012-07-26,2012-07-26,2012-07-26,2012-07-26
I182070298,3301,Verbal Disputes,VERBAL DISPUTE,C11,337,,2018-09-01 14:11:00,2018,9,Saturday,14,Part Three,OLNEY ST,42.30512773,-71.07370747,"(42.30512773, -71.07370747)",2012-07-27,2012-07-27,2012-07-27,2012-07-27,2012-07-27
I182070297,3207,Property Found,PROPERTY - FOUND,A1,86,,2018-09-01 13:25:00,2018,9,Saturday,13,Part Three,SALEM ST,42.36423881,-71.05556016,"(42.36423881, -71.05556016)",2012-07-28,2012-07-28,2012-07-28,2012-07-28,2012-07-28
I182070296,3207,Property Found,PROPERTY - FOUND,C11,335,,2018-09-01 12:44:00,2018,9,Saturday,12,Part Three,QUINCY ST,42.30947016,-71.06664424,"(42.30947016, -71.06664424)",2012-07-29,2012-07-29,2012-07-29,2012-07-29,2012-07-29
I182070294,3201,Property Lost,PROPERTY - LOST,E18,522,,2018-08-31 16:30:00,2018,8,Friday,16,Part Three,HYDE PARK AVE,42.2518944,-71.1253531,"(42.25189440, -71.12535310)",2012-07-30,2012-07-30,2012-07-30,2012-07-30,2012-07-30
I182070292,3114,Investigate Property,INVESTIGATE PROPERTY,E5,734,,2018-09-01 13:55:00,2018,9,Saturday,13,Part Three,POTOMAC ST,42.28678471,-71.16356912,"(42.28678471, -71.16356912)",2012-07-31,2012-07-31,2012-07-31,2012-07-31,2012-07-31
I182070291,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A7,17,,2018-09-01 13:40:00,2018,9,Saturday,13,Part Three,CHELSEA ST,42.38064028,-71.02628915,"(42.38064028, -71.02628915)",2012-08-01,2012-08-01,2012-08-01,2012-08-01,2012-08-01
I182070290,1402,Vandalism,VANDALISM,B2,261,,2018-08-31 23:30:00,2018,8,Friday,23,Part Two,BROOK AVE,42.32047753,-71.07273673,"(42.32047753, -71.07273673)",2012-08-02,2012-08-02,2012-08-02,2012-08-02,2012-08-02
I182070290,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,261,,2018-08-31 23:30:00,2018,8,Friday,23,Part One,BROOK AVE,42.32047753,-71.07273673,"(42.32047753, -71.07273673)",2012-08-03,2012-08-03,2012-08-03,2012-08-03,2012-08-03
I182070289,3410,Towed,TOWED MOTOR VEHICLE,C6,187,,2018-09-01 12:00:00,2018,9,Saturday,12,Part Three,HOWELL ST,42.32491951,-71.05726305,"(42.32491951, -71.05726305)",2012-08-04,2012-08-04,2012-08-04,2012-08-04,2012-08-04
I182070288,2101,Operating Under the Influence,OPERATING UNDER THE INFLUENCE ALCOHOL,B2,288,,2018-09-01 13:20:00,2018,9,Saturday,13,Part Two,ROXBURY ST,42.32960870000001,-71.08462109,"(42.32960870, -71.08462109)",2012-08-05,2012-08-05,2012-08-05,2012-08-05,2012-08-05
I182070288,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,288,,2018-09-01 13:20:00,2018,9,Saturday,13,Part Two,ROXBURY ST,42.32960870000001,-71.08462109,"(42.32960870, -71.08462109)",2012-08-06,2012-08-06,2012-08-06,2012-08-06,2012-08-06
I182070287,3410,Towed,TOWED MOTOR VEHICLE,D14,793,,2018-09-01 12:09:00,2018,9,Saturday,12,Part Three,ROYCE RD,42.34914832,-71.131573,"(42.34914832, -71.13157300)",2012-08-07,2012-08-07,2012-08-07,2012-08-07,2012-08-07
I182070287,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,D14,793,,2018-09-01 12:09:00,2018,9,Saturday,12,Part Three,ROYCE RD,42.34914832,-71.131573,"(42.34914832, -71.13157300)",2012-08-08,2012-08-08,2012-08-08,2012-08-08,2012-08-08
I182070286,3115,Investigate Person,INVESTIGATE PERSON,C11,360,,2018-09-01 13:14:28,2018,9,Saturday,13,Part Three,PARK ST,42.29753608,-71.0644598,"(42.29753608, -71.06445980)",2012-08-09,2012-08-09,2012-08-09,2012-08-09,2012-08-09
I182070284,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,452,,2018-09-01 13:37:00,2018,9,Saturday,13,Part One,KENBERMA RD,42.29574022,-71.07322638,"(42.29574022, -71.07322638)",2012-08-10,2012-08-10,2012-08-10,2012-08-10,2012-08-10
I182070283,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,, ,,2018-09-01 12:42:00,2018,9,Saturday,12,Part Three,,42.30151745,-71.05979924,"(42.30151745, -71.05979924)",2012-08-11,2012-08-11,2012-08-11,2012-08-11,2012-08-11
I182070282,2610,Other,TRESPASSING,D14,808,,2018-08-31 16:00:00,2018,8,Friday,16,Part Two,ANTWERP ST,42.35939228,-71.14002093,"(42.35939228, -71.14002093)",2012-08-12,2012-08-12,2012-08-12,2012-08-12,2012-08-12
I182070281,612,Larceny,LARCENY PURSE SNATCH - NO FORCE ,D4,143,,2018-09-01 11:00:00,2018,9,Saturday,11,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)",2012-08-13,2012-08-13,2012-08-13,2012-08-13,2012-08-13
I182070280,3115,Investigate Person,INVESTIGATE PERSON,E18,483,,2018-09-01 12:03:00,2018,9,Saturday,12,Part Three,MONPONSET ST,42.26368029,-71.09968298,"(42.26368029, -71.09968298)",2012-08-14,2012-08-14,2012-08-14,2012-08-14,2012-08-14
I182070279,3301,Verbal Disputes,VERBAL DISPUTE,A1,92,,2018-09-01 12:50:00,2018,9,Saturday,12,Part Three,COURT ST,42.35892279,-71.05835354,"(42.35892279, -71.05835354)",2012-08-15,2012-08-15,2012-08-15,2012-08-15,2012-08-15
I182070277,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,429,,2018-09-01 12:42:00,2018,9,Saturday,12,Part Three,THEODORE ST,42.28406985,-71.0882492,"(42.28406985, -71.08824920)",2012-08-16,2012-08-16,2012-08-16,2012-08-16,2012-08-16
I182070276,3410,Towed,TOWED MOTOR VEHICLE,C6,194,,2018-09-01 12:08:00,2018,9,Saturday,12,Part Three,DORCHESTER ST,42.3301111,-71.05611033,"(42.33011110, -71.05611033)",2012-08-17,2012-08-17,2012-08-17,2012-08-17,2012-08-17
I182070275,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,680,,2018-08-30 12:30:00,2018,8,Thursday,12,Part Three,CORINTH ST,42.28593201,-71.12933705,"(42.28593201, -71.12933705)",2012-08-18,2012-08-18,2012-08-18,2012-08-18,2012-08-18
I182070274,3410,Towed,TOWED MOTOR VEHICLE,E13,509,,2018-09-01 11:56:00,2018,9,Saturday,11,Part Three,WOODLAWN ST,42.29860932,-71.11223703,"(42.29860932, -71.11223703)",2012-08-19,2012-08-19,2012-08-19,2012-08-19,2012-08-19
I182070273,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,576,,2018-09-01 12:41:00,2018,9,Saturday,12,Part Three,AMORY ST,42.31532445,-71.10427615,"(42.31532445, -71.10427615)",2012-08-20,2012-08-20,2012-08-20,2012-08-20,2012-08-20
I182070272,3115,Investigate Person,INVESTIGATE PERSON,E18,501,,2018-09-01 12:22:00,2018,9,Saturday,12,Part Three,HYDE PARK AVE,42.27930648,-71.11909809999999,"(42.27930648, -71.11909810)",2012-08-21,2012-08-21,2012-08-21,2012-08-21,2012-08-21
I182070270,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,458,,2018-09-01 11:52:00,2018,9,Saturday,11,Part Two,BLUE HILL AVE,42.30238881,-71.08539388,"(42.30238881, -71.08539388)",2012-08-22,2012-08-22,2012-08-22,2012-08-22,2012-08-22
I182070270,3301,Verbal Disputes,VERBAL DISPUTE,B3,458,,2018-09-01 11:52:00,2018,9,Saturday,11,Part Three,BLUE HILL AVE,42.30238881,-71.08539388,"(42.30238881, -71.08539388)",2012-08-23,2012-08-23,2012-08-23,2012-08-23,2012-08-23
I182070269,3301,Verbal Disputes,VERBAL DISPUTE,B3,420,,2018-09-01 12:15:00,2018,9,Saturday,12,Part Three,LORNA RD,42.27974378,-71.08248818,"(42.27974378, -71.08248818)",2012-08-24,2012-08-24,2012-08-24,2012-08-24,2012-08-24
I182070268,3114,Investigate Property,INVESTIGATE PROPERTY,C11,333,,2018-09-01 12:04:00,2018,9,Saturday,12,Part Three,COLUMBIA RD,42.31069804,-71.07119068,"(42.31069804, -71.07119068)",2012-08-25,2012-08-25,2012-08-25,2012-08-25,2012-08-25
I182070267,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,206,,2018-09-01 11:48:00,2018,9,Saturday,11,Part Two,CONGRESS ST,42.35096784,-71.0494023,"(42.35096784, -71.04940230)",2012-08-26,2012-08-26,2012-08-26,2012-08-26,2012-08-26
I182070266,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,E5,697,,2018-09-01 11:15:00,2018,9,Saturday,11,Part Three,ANAWAN AVE,42.28469218,-71.14804192,"(42.28469218, -71.14804192)",2012-08-27,2012-08-27,2012-08-27,2012-08-27,2012-08-27
I182070264,3201,Property Lost,PROPERTY - LOST,C6,186,,2018-08-27 21:30:00,2018,8,Monday,21,Part Three,ALLSTATE RD,42.32809966,-71.06321676,"(42.32809966, -71.06321676)",2012-08-28,2012-08-28,2012-08-28,2012-08-28,2012-08-28
